,UID,iso2,iso3,code3,Admin2,Country_Region,Lat,Long_,Province_State,Combined_Key,FIPS
0,16,AS,ASM,16,,US,-14.270999999999999,-170.132,American Samoa,"American Samoa, US",60
1,316,GU,GUM,316,,US,13.4443,144.7937,Guam,"Guam, US",66
2,580,MP,MNP,580,,US,15.0979,145.6739,Northern Mariana Islands,"Northern Mariana Islands, US",69
3,630,PR,PRI,630,,US,18.2208,-66.5901,Puerto Rico,"Puerto Rico, US",72
4,850,VI,VIR,850,,US,18.3358,-64.8963,Virgin Islands,"Virgin Islands, US",78
5,84001001,US,USA,840,Autauga,US,32.53952745,-86.64408227,Alabama,"Autauga, Alabama, US",1001
6,84001003,US,USA,840,Baldwin,US,30.72774991,-87.72207058,Alabama,"Baldwin, Alabama, US",1003
7,84001005,US,USA,840,Barbour,US,31.868263,-85.3871286,Alabama,"Barbour, Alabama, US",1005
8,84001007,US,USA,840,Bibb,US,32.99642064,-87.12511459999996,Alabama,"Bibb, Alabama, US",1007
9,84001009,US,USA,840,Blount,US,33.98210918,-86.56790593,Alabama,"Blount, Alabama, US",1009
10,84001011,US,USA,840,Bullock,US,32.10030533,-85.71265535,Alabama,"Bullock, Alabama, US",1011
11,84001013,US,USA,840,Butler,US,31.75300095,-86.68057478,Alabama,"Butler, Alabama, US",1013
12,84001015,US,USA,840,Calhoun,US,33.77483727,-85.82630386,Alabama,"Calhoun, Alabama, US",1015
13,84001017,US,USA,840,Chambers,US,32.91360079,-85.39072749,Alabama,"Chambers, Alabama, US",1017
14,84001019,US,USA,840,Cherokee,US,34.17805983,-85.60638968,Alabama,"Cherokee, Alabama, US",1019
15,84001021,US,USA,840,Chilton,US,32.85044126,-86.7173256,Alabama,"Chilton, Alabama, US",1021
16,84001023,US,USA,840,Choctaw,US,32.02227341,-88.26564429999998,Alabama,"Choctaw, Alabama, US",1023
17,84001025,US,USA,840,Clarke,US,31.68099859,-87.83548597,Alabama,"Clarke, Alabama, US",1025
18,84001027,US,USA,840,Clay,US,33.26984193,-85.85836077,Alabama,"Clay, Alabama, US",1027
19,84001029,US,USA,840,Cleburne,US,33.67679204,-85.52005899,Alabama,"Cleburne, Alabama, US",1029
20,84001031,US,USA,840,Coffee,US,31.39932826,-85.98901039,Alabama,"Coffee, Alabama, US",1031
21,84001033,US,USA,840,Colbert,US,34.69847452,-87.80168544,Alabama,"Colbert, Alabama, US",1033
22,84001035,US,USA,840,Conecuh,US,31.43401703,-86.99320044,Alabama,"Conecuh, Alabama, US",1035
23,84001037,US,USA,840,Coosa,US,32.93690146,-86.24847739,Alabama,"Coosa, Alabama, US",1037
24,84001039,US,USA,840,Covington,US,31.247785399999998,-86.45050893,Alabama,"Covington, Alabama, US",1039
25,84001041,US,USA,840,Crenshaw,US,31.72941803,-86.31593104,Alabama,"Crenshaw, Alabama, US",1041
26,84001043,US,USA,840,Cullman,US,34.13020303,-86.86888037,Alabama,"Cullman, Alabama, US",1043
27,84001045,US,USA,840,Dale,US,31.43037123,-85.61095742,Alabama,"Dale, Alabama, US",1045
28,84001047,US,USA,840,Dallas,US,32.32688101,-87.10866709999998,Alabama,"Dallas, Alabama, US",1047
29,84001049,US,USA,840,DeKalb,US,34.45946862,-85.80782906,Alabama,"DeKalb, Alabama, US",1049
30,84001051,US,USA,840,Elmore,US,32.59785413,-86.14415284,Alabama,"Elmore, Alabama, US",1051
31,84001053,US,USA,840,Escambia,US,31.1256789,-87.15918694,Alabama,"Escambia, Alabama, US",1053
32,84001055,US,USA,840,Etowah,US,34.04567266,-86.04051873,Alabama,"Etowah, Alabama, US",1055
33,84001057,US,USA,840,Fayette,US,33.72076938,-87.73886638,Alabama,"Fayette, Alabama, US",1057
34,84001059,US,USA,840,Franklin,US,34.44235334,-87.84289505,Alabama,"Franklin, Alabama, US",1059
35,84001061,US,USA,840,Geneva,US,31.09389027,-85.83572839,Alabama,"Geneva, Alabama, US",1061
36,84001063,US,USA,840,Greene,US,32.85504247,-87.95684022,Alabama,"Greene, Alabama, US",1063
37,84001065,US,USA,840,Hale,US,32.76039258,-87.63284988,Alabama,"Hale, Alabama, US",1065
38,84001067,US,USA,840,Henry,US,31.51148016,-85.24267944,Alabama,"Henry, Alabama, US",1067
39,84001069,US,USA,840,Houston,US,31.15197924,-85.29939599,Alabama,"Houston, Alabama, US",1069
40,84001071,US,USA,840,Jackson,US,34.78144169,-85.99750489,Alabama,"Jackson, Alabama, US",1071
41,84001073,US,USA,840,Jefferson,US,33.55554728,-86.89506300000002,Alabama,"Jefferson, Alabama, US",1073
42,84001075,US,USA,840,Lamar,US,33.77995024,-88.09668032,Alabama,"Lamar, Alabama, US",1075
43,84001077,US,USA,840,Lauderdale,US,34.90171875,-87.65624729,Alabama,"Lauderdale, Alabama, US",1077
44,84001079,US,USA,840,Lawrence,US,34.52041498,-87.31069453,Alabama,"Lawrence, Alabama, US",1079
45,84001081,US,USA,840,Lee,US,32.60154883,-85.35132246,Alabama,"Lee, Alabama, US",1081
46,84001083,US,USA,840,Limestone,US,34.81185586,-86.98310072,Alabama,"Limestone, Alabama, US",1083
47,84001085,US,USA,840,Lowndes,US,32.1597283,-86.65158371,Alabama,"Lowndes, Alabama, US",1085
48,84001087,US,USA,840,Macon,US,32.38759944,-85.69267724,Alabama,"Macon, Alabama, US",1087
49,84001089,US,USA,840,Madison,US,34.76327133,-86.55069633,Alabama,"Madison, Alabama, US",1089
50,84001091,US,USA,840,Marengo,US,32.24767634,-87.78796182,Alabama,"Marengo, Alabama, US",1091
51,84001093,US,USA,840,Marion,US,34.13697363,-87.88704173,Alabama,"Marion, Alabama, US",1093
52,84001095,US,USA,840,Marshall,US,34.36975964,-86.30486727,Alabama,"Marshall, Alabama, US",1095
53,84001097,US,USA,840,Mobile,US,30.78472347,-88.20842409,Alabama,"Mobile, Alabama, US",1097
54,84001099,US,USA,840,Monroe,US,31.56729412,-87.36995001,Alabama,"Monroe, Alabama, US",1099
55,84001101,US,USA,840,Montgomery,US,32.2206831,-86.20969272,Alabama,"Montgomery, Alabama, US",1101
56,84001103,US,USA,840,Morgan,US,34.45500589,-86.85475946,Alabama,"Morgan, Alabama, US",1103
57,84001105,US,USA,840,Perry,US,32.64048341,-87.29770589,Alabama,"Perry, Alabama, US",1105
58,84001107,US,USA,840,Pickens,US,33.28094866,-88.08818103,Alabama,"Pickens, Alabama, US",1107
59,84001109,US,USA,840,Pike,US,31.80396383,-85.9408295,Alabama,"Pike, Alabama, US",1109
60,84001111,US,USA,840,Randolph,US,33.29526734,-85.45708831,Alabama,"Randolph, Alabama, US",1111
61,84001113,US,USA,840,Russell,US,32.28725256,-85.18415324,Alabama,"Russell, Alabama, US",1113
62,84001115,US,USA,840,St. Clair,US,33.71902176,-86.31029372,Alabama,"St. Clair, Alabama, US",1115
63,84001117,US,USA,840,Shelby,US,33.26879845,-86.66232561,Alabama,"Shelby, Alabama, US",1117
64,84001119,US,USA,840,Sumter,US,32.59117397,-88.19916205,Alabama,"Sumter, Alabama, US",1119
65,84001121,US,USA,840,Talladega,US,33.37823223,-86.16886178,Alabama,"Talladega, Alabama, US",1121
66,84001123,US,USA,840,Tallapoosa,US,32.86698258,-85.79833053,Alabama,"Tallapoosa, Alabama, US",1123
67,84001125,US,USA,840,Tuscaloosa,US,33.28726072,-87.52556818,Alabama,"Tuscaloosa, Alabama, US",1125
68,84001127,US,USA,840,Walker,US,33.80270512,-87.30027177,Alabama,"Walker, Alabama, US",1127
69,84001129,US,USA,840,Washington,US,31.4092794,-88.20689944,Alabama,"Washington, Alabama, US",1129
70,84001131,US,USA,840,Wilcox,US,31.98773215,-87.30891118,Alabama,"Wilcox, Alabama, US",1131
71,84001133,US,USA,840,Winston,US,34.15030532,-87.37325922,Alabama,"Winston, Alabama, US",1133
72,84002013,US,USA,840,Aleutians East,US,55.32222414,-161.9722021,Alaska,"Aleutians East, Alaska, US",2013
73,84002016,US,USA,840,Aleutians West,US,52.72541116,-110.4086433,Alaska,"Aleutians West, Alaska, US",2016
74,84002020,US,USA,840,Anchorage,US,61.14998174,-149.14269860000005,Alaska,"Anchorage,Alaska,US",2020
75,84002050,US,USA,840,Bethel,US,60.90980451,-159.8561831,Alaska,"Bethel, Alaska, US",2050
76,84002060,US,USA,840,Bristol Bay,US,58.74513976,-156.701064,Alaska,"Bristol Bay, Alaska, US",2060
77,84002068,US,USA,840,Denali,US,63.67264044,-150.0076108,Alaska,"Denali, Alaska, US",2068
78,84002070,US,USA,840,Dillingham,US,59.79603738,-158.23819419999995,Alaska,"Dillingham, Alaska, US",2070
79,84002090,US,USA,840,Fairbanks North Star,US,64.80726247,-146.5692662,Alaska,"Fairbanks North Star,Alaska,US",2090
80,84002100,US,USA,840,Haines,US,59.09893571,-135.4679843,Alaska,"Haines, Alaska, US",2100
81,84002105,US,USA,840,Hoonah-Angoon,US,58.29307365,-135.64244240000002,Alaska,"Hoonah-Angoon, Alaska, US",2105
82,84002110,US,USA,840,Juneau,US,58.45031811,-134.200436,Alaska,"Juneau, Alaska, US",2110
83,84002122,US,USA,840,Kenai Peninsula,US,60.24429722,-151.53888840000005,Alaska,"Kenai Peninsula,Alaska,US",2122
84,84002130,US,USA,840,Ketchikan Gateway,US,55.57445008,-130.975561,Alaska,"Ketchikan Gateway, Alaska, US",2130
85,84002150,US,USA,840,Kodiak Island,US,57.65529415,-153.7493579,Alaska,"Kodiak Island, Alaska, US",2150
86,84002158,US,USA,840,Kusilvak,US,62.15429159999999,-163.39678830000003,Alaska,"Kusilvak, Alaska, US",2158
87,84002164,US,USA,840,Lake and Peninsula,US,58.62403337,-156.21405890000003,Alaska,"Lake and Peninsula, Alaska, US",2164
88,84002170,US,USA,840,Matanuska-Susitna,US,62.31305045,-149.5741743,Alaska,"Matanuska-Susitna,Alaska,US",2170
89,84002180,US,USA,840,Nome,US,64.90320724,-164.0353804,Alaska,"Nome, Alaska, US",2180
90,84002185,US,USA,840,North Slope,US,69.31479216,-153.4836093,Alaska,"North Slope, Alaska, US",2185
91,84002188,US,USA,840,Northwest Arctic,US,67.04919196,-159.7503946,Alaska,"Northwest Arctic, Alaska, US",2188
92,84002195,US,USA,840,Petersburg,US,57.13978948,-132.9540995,Alaska,"Petersburg, Alaska, US",2195
93,84002198,US,USA,840,Prince of Wales-Hyder,US,55.76261984,-133.0511621,Alaska,"Prince of Wales-Hyder, Alaska, US",2198
94,84002220,US,USA,840,Sitka,US,57.24124555,-135.3206587,Alaska,"Sitka, Alaska, US",2220
95,84002230,US,USA,840,Skagway,US,59.56149996,-135.33377480000001,Alaska,"Skagway, Alaska, US",2230
96,84002240,US,USA,840,Southeast Fairbanks,US,63.87692095,-143.2127643,Alaska,"Southeast Fairbanks, Alaska, US",2240
97,84002261,US,USA,840,Valdez-Cordova,US,61.47502768,-144.7126799,Alaska,"Valdez-Cordova, Alaska, US",2261
98,84002275,US,USA,840,Wrangell,US,56.3202004,-132.05837309999998,Alaska,"Wrangell, Alaska, US",2275
99,84002282,US,USA,840,Yakutat,US,59.890980799999994,-140.36014509999998,Alaska,"Yakutat, Alaska, US",2282
100,84002290,US,USA,840,Yukon-Koyukuk,US,65.50815459,-151.39073869999999,Alaska,"Yukon-Koyukuk, Alaska, US",2290
101,84004001,US,USA,840,Apache,US,35.39465006,-109.4892383,Arizona,"Apache, Arizona, US",4001
102,84004003,US,USA,840,Cochise,US,31.87934684,-109.7516088,Arizona,"Cochise, Arizona, US",4003
103,84004005,US,USA,840,Coconino,US,35.83883429,-111.77071780000001,Arizona,"Coconino, Arizona, US",4005
104,84004007,US,USA,840,Gila,US,33.80190085,-110.8132779,Arizona,"Gila, Arizona, US",4007
105,84004009,US,USA,840,Graham,US,32.93166885,-109.8882178,Arizona,"Graham, Arizona, US",4009
106,84004011,US,USA,840,Greenlee,US,33.21498827,-109.2405279,Arizona,"Greenlee, Arizona, US",4011
107,84004012,US,USA,840,La Paz,US,33.72854224,-113.98100290000001,Arizona,"La Paz, Arizona, US",4012
108,84004013,US,USA,840,Maricopa,US,33.34835867,-112.49181540000001,Arizona,"Maricopa, Arizona, US",4013
109,84004015,US,USA,840,Mohave,US,35.70471703,-113.7577902,Arizona,"Mohave, Arizona, US",4015
110,84004017,US,USA,840,Navajo,US,35.3997715,-110.3218983,Arizona,"Navajo, Arizona, US",4017
111,84004019,US,USA,840,Pima,US,32.0971334,-111.7890033,Arizona,"Pima, Arizona, US",4019
112,84004021,US,USA,840,Pinal,US,32.90525627,-111.3449483,Arizona,"Pinal, Arizona, US",4021
113,84004023,US,USA,840,Santa Cruz,US,31.52508998,-110.8479088,Arizona,"Santa Cruz, Arizona, US",4023
114,84004025,US,USA,840,Yavapai,US,34.59933926,-112.5538588,Arizona,"Yavapai, Arizona, US",4025
115,84004027,US,USA,840,Yuma,US,32.76895712,-113.90666740000002,Arizona,"Yuma, Arizona, US",4027
116,84005001,US,USA,840,Arkansas,US,34.29145151,-91.37277296,Arkansas,"Arkansas, Arkansas, US",5001
117,84005003,US,USA,840,Ashley,US,33.19153461,-91.76984709999999,Arkansas,"Ashley, Arkansas, US",5003
118,84005005,US,USA,840,Baxter,US,36.28784385,-92.33782872,Arkansas,"Baxter, Arkansas, US",5005
119,84005007,US,USA,840,Benton,US,36.33644656,-94.25680817,Arkansas,"Benton, Arkansas, US",5007
120,84005009,US,USA,840,Boone,US,36.3084504,-93.09374925,Arkansas,"Boone, Arkansas, US",5009
121,84005011,US,USA,840,Bradley,US,33.46755808,-92.15980837,Arkansas,"Bradley, Arkansas, US",5011
122,84005013,US,USA,840,Calhoun,US,33.55598792,-92.49974403,Arkansas,"Calhoun, Arkansas, US",5013
123,84005015,US,USA,840,Carroll,US,36.34038560000001,-93.54270261,Arkansas,"Carroll, Arkansas, US",5015
124,84005017,US,USA,840,Chicot,US,33.26458973,-91.29539209,Arkansas,"Chicot, Arkansas, US",5017
125,84005019,US,USA,840,Clark,US,34.04613432,-93.17484713,Arkansas,"Clark, Arkansas, US",5019
126,84005021,US,USA,840,Clay,US,36.36826212,-90.4148172,Arkansas,"Clay, Arkansas, US",5021
127,84005023,US,USA,840,Cleburne,US,35.53864922,-92.02640019,Arkansas,"Cleburne, Arkansas, US",5023
128,84005025,US,USA,840,Cleveland,US,33.89723187,-92.18537045,Arkansas,"Cleveland, Arkansas, US",5025
129,84005027,US,USA,840,Columbia,US,33.21230701,-93.22642793,Arkansas,"Columbia, Arkansas, US",5027
130,84005029,US,USA,840,Conway,US,35.26205537,-92.70506566,Arkansas,"Conway, Arkansas, US",5029
131,84005031,US,USA,840,Craighead,US,35.83018283,-90.63235729,Arkansas,"Craighead, Arkansas, US",5031
132,84005033,US,USA,840,Crawford,US,35.58928601,-94.2446814,Arkansas,"Crawford, Arkansas, US",5033
133,84005035,US,USA,840,Crittenden,US,35.21247318,-90.30839406,Arkansas,"Crittenden, Arkansas, US",5035
134,84005037,US,USA,840,Cross,US,35.29631396,-90.77185818,Arkansas,"Cross, Arkansas, US",5037
135,84005039,US,USA,840,Dallas,US,33.97042763,-92.65167437,Arkansas,"Dallas, Arkansas, US",5039
136,84005041,US,USA,840,Desha,US,33.83011025,-91.25500948,Arkansas,"Desha, Arkansas, US",5041
137,84005043,US,USA,840,Drew,US,33.59035001,-91.71777921,Arkansas,"Drew, Arkansas, US",5043
138,84005045,US,USA,840,Faulkner,US,35.14719007,-92.33717519,Arkansas,"Faulkner, Arkansas, US",5045
139,84005047,US,USA,840,Franklin,US,35.51202821,-93.89299569,Arkansas,"Franklin, Arkansas, US",5047
140,84005049,US,USA,840,Fulton,US,36.38177105,-91.81729127,Arkansas,"Fulton, Arkansas, US",5049
141,84005051,US,USA,840,Garland,US,34.57692074,-93.14921604,Arkansas,"Garland, Arkansas, US",5051
142,84005053,US,USA,840,Grant,US,34.29017991,-92.42320562,Arkansas,"Grant, Arkansas, US",5053
143,84005055,US,USA,840,Greene,US,36.11735460000001,-90.55832668,Arkansas,"Greene, Arkansas, US",5055
144,84005057,US,USA,840,Hempstead,US,33.73325583,-93.66935133,Arkansas,"Hempstead, Arkansas, US",5057
145,84005059,US,USA,840,Hot Spring,US,34.31709259,-92.95396325,Arkansas,"Hot Spring, Arkansas, US",5059
146,84005061,US,USA,840,Howard,US,34.09007427,-93.9934871,Arkansas,"Howard, Arkansas, US",5061
147,84005063,US,USA,840,Independence,US,35.74242707,-91.57001641,Arkansas,"Independence, Arkansas, US",5063
148,84005065,US,USA,840,Izard,US,36.09604046,-91.90847954,Arkansas,"Izard, Arkansas, US",5065
149,84005067,US,USA,840,Jackson,US,35.59802983,-91.21494602,Arkansas,"Jackson, Arkansas, US",5067
150,84005069,US,USA,840,Jefferson,US,34.26767081,-91.92619839,Arkansas,"Jefferson, Arkansas, US",5069
151,84005071,US,USA,840,Johnson,US,35.56759135,-93.46036368,Arkansas,"Johnson, Arkansas, US",5071
152,84005073,US,USA,840,Lafayette,US,33.24116713,-93.60677071,Arkansas,"Lafayette, Arkansas, US",5073
153,84005075,US,USA,840,Lawrence,US,36.04188196,-91.10867198,Arkansas,"Lawrence, Arkansas, US",5075
154,84005077,US,USA,840,Lee,US,34.78498904,-90.78383866,Arkansas,"Lee, Arkansas, US",5077
155,84005079,US,USA,840,Lincoln,US,33.95317155,-91.74002806,Arkansas,"Lincoln, Arkansas, US",5079
156,84005081,US,USA,840,Little River,US,33.70375665,-94.23468591,Arkansas,"Little River, Arkansas, US",5081
157,84005083,US,USA,840,Logan,US,35.21413234,-93.71951016,Arkansas,"Logan, Arkansas, US",5083
158,84005085,US,USA,840,Lonoke,US,34.75392199,-91.88742357,Arkansas,"Lonoke, Arkansas, US",5085
159,84005087,US,USA,840,Madison,US,36.01038185,-93.72524943,Arkansas,"Madison, Arkansas, US",5087
160,84005089,US,USA,840,Marion,US,36.26844485,-92.68451899,Arkansas,"Marion, Arkansas, US",5089
161,84005091,US,USA,840,Miller,US,33.31403423,-93.89285258,Arkansas,"Miller, Arkansas, US",5091
162,84005093,US,USA,840,Mississippi,US,35.76271485,-90.05194370000002,Arkansas,"Mississippi, Arkansas, US",5093
163,84005095,US,USA,840,Monroe,US,34.6815935,-91.20540287,Arkansas,"Monroe, Arkansas, US",5095
164,84005097,US,USA,840,Montgomery,US,34.53704874,-93.65824478,Arkansas,"Montgomery, Arkansas, US",5097
165,84005099,US,USA,840,Nevada,US,33.66340119,-93.30632432,Arkansas,"Nevada, Arkansas, US",5099
166,84005101,US,USA,840,Newton,US,35.91947491,-93.21612969,Arkansas,"Newton, Arkansas, US",5101
167,84005103,US,USA,840,Ouachita,US,33.58839816,-92.87795984,Arkansas,"Ouachita, Arkansas, US",5103
168,84005105,US,USA,840,Perry,US,34.945915299999996,-92.94372564,Arkansas,"Perry, Arkansas, US",5105
169,84005107,US,USA,840,Phillips,US,34.43268455,-90.84800154,Arkansas,"Phillips, Arkansas, US",5107
170,84005109,US,USA,840,Pike,US,34.16250414,-93.65789349,Arkansas,"Pike, Arkansas, US",5109
171,84005111,US,USA,840,Poinsett,US,35.57433534,-90.66268713,Arkansas,"Poinsett, Arkansas, US",5111
172,84005113,US,USA,840,Polk,US,34.48254879,-94.22728802,Arkansas,"Polk, Arkansas, US",5113
173,84005115,US,USA,840,Pope,US,35.44871474,-93.03212219,Arkansas,"Pope, Arkansas, US",5115
174,84005117,US,USA,840,Prairie,US,34.83624419,-91.55162157,Arkansas,"Prairie, Arkansas, US",5117
175,84005119,US,USA,840,Pulaski,US,34.77054088,-92.31355101,Arkansas,"Pulaski, Arkansas, US",5119
176,84005121,US,USA,840,Randolph,US,36.3415714,-91.02455531,Arkansas,"Randolph, Arkansas, US",5121
177,84005123,US,USA,840,St. Francis,US,35.02201976,-90.74828138,Arkansas,"St. Francis, Arkansas, US",5123
178,84005125,US,USA,840,Saline,US,34.64916145,-92.67583224,Arkansas,"Saline, Arkansas, US",5125
179,84005127,US,USA,840,Scott,US,34.85588887,-94.0632176,Arkansas,"Scott, Arkansas, US",5127
180,84005129,US,USA,840,Searcy,US,35.9109364,-92.69936482,Arkansas,"Searcy, Arkansas, US",5129
181,84005131,US,USA,840,Sebastian,US,35.19605503,-94.27162713,Arkansas,"Sebastian, Arkansas, US",5131
182,84005133,US,USA,840,Sevier,US,33.99780401,-94.2424869,Arkansas,"Sevier, Arkansas, US",5133
183,84005135,US,USA,840,Sharp,US,36.16258158,-91.47819342,Arkansas,"Sharp, Arkansas, US",5135
184,84005137,US,USA,840,Stone,US,35.86251946,-92.15684085,Arkansas,"Stone, Arkansas, US",5137
185,84005139,US,USA,840,Union,US,33.16887091,-92.59746952,Arkansas,"Union, Arkansas, US",5139
186,84005141,US,USA,840,Van Buren,US,35.58095779,-92.51295036,Arkansas,"Van Buren, Arkansas, US",5141
187,84005143,US,USA,840,Washington,US,35.976844,-94.21800746,Arkansas,"Washington, Arkansas, US",5143
188,84005145,US,USA,840,White,US,35.25688493,-91.74908296,Arkansas,"White, Arkansas, US",5145
189,84005147,US,USA,840,Woodruff,US,35.18902527,-91.2439489,Arkansas,"Woodruff, Arkansas, US",5147
190,84005149,US,USA,840,Yell,US,35.00292371,-93.41171338,Arkansas,"Yell, Arkansas, US",5149
191,84006001,US,USA,840,Alameda,US,37.64629437,-121.8929271,California,"Alameda, California, US",6001
192,84006003,US,USA,840,Alpine,US,38.59678594,-119.82235940000001,California,"Alpine, California, US",6003
193,84006005,US,USA,840,Amador,US,38.44583082,-120.65696000000001,California,"Amador, California, US",6005
194,84006007,US,USA,840,Butte,US,39.66727762,-121.6005252,California,"Butte, California, US",6007
195,84006009,US,USA,840,Calaveras,US,38.20537103,-120.55291299999999,California,"Calaveras, California, US",6009
196,84006011,US,USA,840,Colusa,US,39.17881957,-122.2331726,California,"Colusa, California, US",6011
197,84006013,US,USA,840,Contra Costa,US,37.91923498,-121.9289527,California,"Contra Costa, California, US",6013
198,84006015,US,USA,840,Del Norte,US,41.74228275,-123.89740630000001,California,"Del Norte, California, US",6015
199,84006017,US,USA,840,El Dorado,US,38.77965956,-120.5233166,California,"El Dorado, California, US",6017
200,84006019,US,USA,840,Fresno,US,36.75733899,-119.6466953,California,"Fresno, California, US",6019
201,84006021,US,USA,840,Glenn,US,39.59875897,-122.3938452,California,"Glenn, California, US",6021
202,84006023,US,USA,840,Humboldt,US,40.69923009,-123.876044,California,"Humboldt, California, US",6023
203,84006025,US,USA,840,Imperial,US,33.0393082,-115.36690420000001,California,"Imperial, California, US",6025
204,84006027,US,USA,840,Inyo,US,36.51112084,-117.41119779999998,California,"Inyo, California, US",6027
205,84006029,US,USA,840,Kern,US,35.34329425,-118.72777959999999,California,"Kern, California, US",6029
206,84006031,US,USA,840,Kings,US,36.07409056,-119.8159973,California,"Kings, California, US",6031
207,84006033,US,USA,840,Lake,US,39.10124298,-122.75362439999999,California,"Lake, California, US",6033
208,84006035,US,USA,840,Lassen,US,40.67311306,-120.59350990000002,California,"Lassen, California, US",6035
209,84006037,US,USA,840,Los Angeles,US,34.30828379,-118.22824109999999,California,"Los Angeles, California, US",6037
210,84006039,US,USA,840,Madera,US,37.21513971,-119.76655890000002,California,"Madera, California, US",6039
211,84006041,US,USA,840,Marin,US,38.07122463,-122.72106310000001,California,"Marin, California, US",6041
212,84006043,US,USA,840,Mariposa,US,37.57978556,-119.9073334,California,"Mariposa, California, US",6043
213,84006045,US,USA,840,Mendocino,US,39.4381191,-123.39113130000001,California,"Mendocino, California, US",6045
214,84006047,US,USA,840,Merced,US,37.18922369,-120.72090349999999,California,"Merced, California, US",6047
215,84006049,US,USA,840,Modoc,US,41.58965602,-120.7244817,California,"Modoc, California, US",6049
216,84006051,US,USA,840,Mono,US,37.93899289,-118.8872409,California,"Mono, California, US",6051
217,84006053,US,USA,840,Monterey,US,36.21862405,-121.24133970000001,California,"Monterey, California, US",6053
218,84006055,US,USA,840,Napa,US,38.50735751,-122.33283899999999,California,"Napa, California, US",6055
219,84006057,US,USA,840,Nevada,US,39.30394768,-120.76272809999999,California,"Nevada, California, US",6057
220,84006059,US,USA,840,Orange,US,33.70147516,-117.76459979999998,California,"Orange, California, US",6059
221,84006061,US,USA,840,Placer,US,39.06167234,-120.72405690000001,California,"Placer, California, US",6061
222,84006063,US,USA,840,Plumas,US,40.00355989,-120.8395236,California,"Plumas, California, US",6063
223,84006065,US,USA,840,Riverside,US,33.74314981,-115.9933578,California,"Riverside, California, US",6065
224,84006067,US,USA,840,Sacramento,US,38.45106826,-121.34253740000001,California,"Sacramento, California, US",6067
225,84006069,US,USA,840,San Benito,US,36.60308176,-121.069975,California,"San Benito, California, US",6069
226,84006071,US,USA,840,San Bernardino,US,34.84060306,-116.1774685,California,"San Bernardino, California, US",6071
227,84006073,US,USA,840,San Diego,US,33.03484597,-116.73653259999999,California,"San Diego, California, US",6073
228,84006075,US,USA,840,San Francisco,US,37.75215114,-122.43856720000001,California,"San Francisco, California, US",6075
229,84006077,US,USA,840,San Joaquin,US,37.93433732,-121.2730061,California,"San Joaquin, California, US",6077
230,84006079,US,USA,840,San Luis Obispo,US,35.38822029,-120.4039028,California,"San Luis Obispo, California, US",6079
231,84006081,US,USA,840,San Mateo,US,37.422880799999994,-122.32755459999998,California,"San Mateo, California, US",6081
232,84006083,US,USA,840,Santa Barbara,US,34.65329488,-120.0188492,California,"Santa Barbara, California, US",6083
233,84006085,US,USA,840,Santa Clara,US,37.23104908,-121.6970462,California,"Santa Clara, California, US",6085
234,84006087,US,USA,840,Santa Cruz,US,37.05580291,-122.0066524,California,"Santa Cruz, California, US",6087
235,84006089,US,USA,840,Shasta,US,40.76391419,-122.0396884,California,"Shasta, California, US",6089
236,84006091,US,USA,840,Sierra,US,39.57713498,-120.52007009999998,California,"Sierra, California, US",6091
237,84006093,US,USA,840,Siskiyou,US,41.59198861,-122.54074340000001,California,"Siskiyou, California, US",6093
238,84006095,US,USA,840,Solano,US,38.26827353,-121.9357113,California,"Solano, California, US",6095
239,84006097,US,USA,840,Sonoma,US,38.52746429,-122.88625060000001,California,"Sonoma, California, US",6097
240,84006099,US,USA,840,Stanislaus,US,37.55862499,-120.9970722,California,"Stanislaus, California, US",6099
241,84006101,US,USA,840,Sutter,US,39.03417539,-121.6945899,California,"Sutter, California, US",6101
242,84006103,US,USA,840,Tehama,US,40.12570935,-122.23701709999999,California,"Tehama, California, US",6103
243,84006105,US,USA,840,Trinity,US,40.64917670000001,-123.114713,California,"Trinity, California, US",6105
244,84006107,US,USA,840,Tulare,US,36.22026558,-118.8020203,California,"Tulare, California, US",6107
245,84006109,US,USA,840,Tuolumne,US,38.02644018,-119.95250929999999,California,"Tuolumne, California, US",6109
246,84006111,US,USA,840,Ventura,US,34.44465746,-119.09106129999999,California,"Ventura, California, US",6111
247,84006113,US,USA,840,Yolo,US,38.68278902,-121.90182879999999,California,"Yolo, California, US",6113
248,84006115,US,USA,840,Yuba,US,39.26255932,-121.35356440000001,California,"Yuba, California, US",6115
249,84008001,US,USA,840,Adams,US,39.87432092,-104.3362578,Colorado,"Adams, Colorado, US",8001
250,84008003,US,USA,840,Alamosa,US,37.57250606,-105.7885451,Colorado,"Alamosa, Colorado, US",8003
251,84008005,US,USA,840,Arapahoe,US,39.64977461,-104.3353617,Colorado,"Arapahoe, Colorado, US",8005
252,84008007,US,USA,840,Archuleta,US,37.19474156,-107.04768670000001,Colorado,"Archuleta, Colorado, US",8007
253,84008009,US,USA,840,Baca,US,37.31940883,-102.5603223,Colorado,"Baca, Colorado, US",8009
254,84008011,US,USA,840,Bent,US,37.95474293,-103.0720195,Colorado,"Bent, Colorado, US",8011
255,84008013,US,USA,840,Boulder,US,40.09313619,-105.3546767,Colorado,"Boulder, Colorado, US",8013
